status	reason	detail
BLOCKED	row_cpu_b_failed	Row cpu_b timed out and residue runners were terminated. Command timed out after 180 seconds: adb shell 'cd /data/local/tmp && rm -f /data/local/tmp/f2_20260405T183712Z_cpu_b.jsonl && /system/bin/timeout 180 /data/local/tmp/dm3_runner --mode train --task harmonic --steps 1 --cpu --output /data/local/tmp/f2_20260405T183712Z_cpu_b.jsonl' STDOUT: b'Entering Training Mode...\nForcing CPU Mode (GPU Disabled).\nEntering Resonance Mode (Legacy)...\nStarting Resonance Training (Episodes: 1, Asymmetry: 0)\n' STDERR: 
